Compound Identifier,Odor,Replicate,Intensity,Dilution,subject #,INTENSITY/STRENGTH,VALENCE/PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
126,4-Hydroxybenzaldehyde ,,low ,0.001,29,8,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,29,76,15.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,30,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,30,61,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,9.0,0.0,44.0,0.0,0.0,0.0,47.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,31,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,31,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,32,24,66.0,0.0,37.0,35.0,0.0,0.0,18.0,0.0,9.0,0.0,23.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,32,93,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,57.0,11.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,33,83,77.0,0.0,89.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,33,9,19.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,34,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,34,44,47.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,35,0,38.0,0.0,22.0,12.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,35,58,5.0,0.0,10.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,36,30,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,36,69,53.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,37,23,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,20.0,0.0,9.0,4.0,0.0,7.0,8.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,37,62,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,38,74,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,38,76,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,39,0,48.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,39,35,92.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,40,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,40,76,76.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,61.0,0.0,32.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,33.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,41,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,41,49,53.0,3.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,42,2,54.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,42,0,45.0,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,18.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,43,28,58.0,0.0,52.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,43,78,37.0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,40.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,44,33,92.0,0.0,94.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,44,21,69.0,0.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,45,64,59.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,45,50,57.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,46,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,46,50,49.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,47,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,47,85,97.0,0.0,100.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,48,0,,,,,,,,,,,,,,,,,,,,
126,4-Hydroxybenzaldehyde ,,high ,0.1,48,9,96.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
126,4-Hydroxybenzaldehyde ,,low ,0.001,49,18,65.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,4-Hydroxybenzaldehyde ,,high ,0.1,49,7,43.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,high ,1e-05,1,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
176,acetic acid ,,low ,1e-07,1,0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,high ,1e-05,2,83,51.0,0.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,2,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,3,69,83.0,0.0,35.0,32.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
176,acetic acid ,,low ,1e-07,3,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,4,0,100.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,4,20,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0
176,acetic acid ,,high ,1e-05,5,67,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,5,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,6,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,6,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,7,0,61.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,7,0,72.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,high ,1e-05,8,57,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,8,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,9,17,76.0,0.0,44.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0
176,acetic acid ,,low ,1e-07,9,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,10,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,10,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,11,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,11,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,12,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,12,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,13,20,37.0,17.0,0.0,0.0,0.0,71.0,18.0,0.0,71.0,44.0,0.0,54.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,13,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,14,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,14,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,15,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,15,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,16,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,16,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,17,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,18,1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,18,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,19,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,19,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,20,4,48.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,20,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,21,52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,5.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,21,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,22,28,57.0,49.0,68.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,22,5,53.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,high ,1e-05,23,5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,23,3,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,high ,1e-05,24,20,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,33.0,8.0,0.0,0.0
176,acetic acid ,,low ,1e-07,24,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,high ,1e-05,25,45,33.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,79.0,0.0,50.0,0.0,35.0,23.0,87.0,0.0,0.0,31.0,0.0,76.0
176,acetic acid ,,low ,1e-07,25,0,39.0,0.0,0.0,0.0,76.0,57.0,0.0,0.0,78.0,0.0,0.0,47.0,76.0,41.0,64.0,18.0,48.0,44.0,0.0,78.0
176,acetic acid ,,high ,1e-05,26,0,21.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,acetic acid ,,low ,1e-07,26,0,49.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0
176,acetic acid ,,high ,1e-05,27,0,,,,,,,,,,,,,,,,,,,,
176,acetic acid ,,low ,1e-07,27,39,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
